,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
658,Ruifeng He,"Host-free biofilm culture of “Candidatus Liberibacter asiaticus,” the bacterium associated with Huanglongbing","Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",USDA-ARS,42.045432,-93.5758741,Story County,Ames,Iowa,United States
659,Rupal Ojha, High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,"Postdoc Research Associate, Washington University in St. Louis",,,,,,
660,Rupal Ojha, High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,Washington University in St. Louis,38.6472402,-90.3084017,,St. Louis,Missouri,United States
661,Ryan M. Thomas,Microbiota in pancreatic health and disease: the next frontier in microbiome research,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"Associate Professor of Surgery, University of Florida",,,,,,
662,Ryan M. Thomas,Microbiota in pancreatic health and disease: the next frontier in microbiome research,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,University of Florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
663,"Sajid Fiaz, PhD",Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"54590 Lahore, Pakistan",31.4950488,74.2954613,,Lahore,Punjab,Pakistan
664,"Sajid Fiaz, PhD",Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Institute of Molecular Biology & Biotechnology,14.6507266,121.0715988,,Quezon City,,Philippines
665,"Sajid Fiaz, PhD",Improving nitrogen use efficiency in aerobic rice based on insights into the ecophysiology of archaeal and bacterial ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,The University of Lahore,31.3909706,74.2416385,,,Punjab,Pakistan
666,Sakshi Singh,Molecular docking and molecular dynamics simulation,Evaluation of molecular docking using polynomial empirical scoring functions,Banaras Hindu University,25.2663747,82.9904648,Sadar,Varanasi,Uttar Pradesh,India
667,Sakshi Singh,Molecular docking and molecular dynamics simulation,Molecular docking algorithms,Banaras Hindu University,25.2663747,82.9904648,Sadar,Varanasi,Uttar Pradesh,India
668,Salvatore Cuomo," A survey on deep learning in medicine: Why, how and when?",Artificial intelligence in clinical and genomic diagnostics,"Full Professor of Numerical Analysis, University of Naples Federico II",,,,,,
669,"Samira Asgari, PhD", Addressing the challenges of polygenic scores in human genetic research,Genotype imputation and variability in polygenic risk score estimation,"Institute for Genomic Health, Ichan School of Medicine at Mount Sinai",,,,,,
670,"Samira Asgari, PhD", Addressing the challenges of polygenic scores in human genetic research,Genotype imputation and variability in polygenic risk score estimation,Mount Sinai,28.5388088,33.9751845,,Saint Catherine,South Sinai,Egypt
671,Sandeepkumar Kothiwale,Computational methods in drug discovery,Molecular docking algorithms,HCA Healthcare,51.5040609,-0.0862645,,London,England,United Kingdom
672,Sara Dann,Regulation of protein-ligand binding affinity by hydrogen bond pairing,Computational methods for calculation of ligand-binding affinity,University of Texas Medical Branch,29.3120184,-94.7762733,Galveston County,Galveston,Texas,United States
673,Sara R. Savage,Deep learning in proteomics,Artificial intelligence in clinical and genomic diagnostics,Baylor College of Medicine,29.7105439,-95.3958079,Harris County,Houston,Texas,United States
674,Sasha Tetu,Application of transposon insertion sequencing to agricultural science,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",Macquarie University,-33.774197,151.1127327,,Sydney,New South Wales,Australia
675,Satyendra Singh, High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,IET,51.898704,-0.2071223,Hertfordshire,,England,United Kingdom
676,Satyendra Singh, High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,Lucknow,26.8381,80.9346001,Lucknow,Lucknow,Uttar Pradesh,India
677,Sepp Hochreiter,Enhancing activity prediction models in drug discovery with the ability to understand human language,Molecular docking algorithms,Institute for Machine Learning,-34.9207356,138.6080327,Adelaide City Council,Adelaide,South Australia,Australia
678,Sepp Hochreiter,Enhancing activity prediction models in drug discovery with the ability to understand human language,Molecular docking algorithms,Johannes Kepler University Linz,48.3360899,14.3205799,,Linz,Upper Austria,Austria
679,Sergey Shityakov,In silico structure-based screening of versatile P-glycoprotein inhibitors using polynomial empirical scoring functions,Evaluation of ligand-binding affinity using polynomial empirical scoring functions,"Professor of Biomedical Informatics and Smart Medicine, Würzburg University",,,,,,
680,Sergey Shityakov,In silico structure-based screening of versatile P-glycoprotein inhibitors using polynomial empirical scoring functions,Evaluation of ligand-binding affinity using polynomial empirical scoring functions,Smart Medicine,41.1681619,-104.8266751,Laramie County,Cheyenne,Wyoming,United States
681,Sergey Shityakov,In silico structure-based screening of versatile P-glycoprotein inhibitors using polynomial empirical scoring functions,Evaluation of ligand-binding affinity using polynomial empirical scoring functions,Würzburg University,49.7806032,9.9716558,Würzburg,Würzburg,Bavaria,Germany
682,Sergey Shmakov,Thousands of previously unknown phages discovered in whole-community human gut metagenomes,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,National Institutes of Health,39.0000142,-77.1040039,Montgomery County,,Maryland,United States
683,Sergey Shmakov,Thousands of previously unknown phages discovered in whole-community human gut metagenomes,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,Research Scholar,,,,,,
684,Sergey Shmakov,Thousands of previously unknown phages discovered in whole-community human gut metagenomes,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"Research Scholar, National Institutes of Health",,,,,,
685,Sergio Decherchi,A pipeline to enhance ligand virtual screening: integrating molecular dynamics and fingerprints for ligand and proteins,Structural studies of human purine nucleoside phosphorylase: towards a new specific empirical scoring function,Facility Coordinator,47.3856391,-122.245084,King County,,Washington,United States
686,Shakti Kiran Bhattarai,Alzheimer's disease microbiome is associated with dysregulation of the anti-inflammatory P-glycoprotein pathway,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"Bioinformatician Sr., University of Massachusetts Chan Medical School",,,,,,
687,Shakti Kiran Bhattarai,Alzheimer's disease microbiome is associated with dysregulation of the anti-inflammatory P-glycoprotein pathway,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,University of Massachusetts Chan Medical School,,,,,,
688,Shang-Fu Chen,Impact of polygenic risk communication: an observational mobile application-based coronary artery disease study,Genotype imputation and variability in polygenic risk score estimation,Scripps Research,32.8937974,-117.2426728,San Diego County,San Diego,California,United States
689,Shang-Fu Chen,Meta-prediction of coronary artery disease risk,Genotype imputation and variability in polygenic risk score estimation,Scripps Research,32.8937974,-117.2426728,San Diego County,San Diego,California,United States
690,Shawn S Goodman,Polygenic risk score-based association analysis of speech-in-noise and hearing threshold measures in healthy young adults with self-reported normal hearing,Genotype imputation and variability in polygenic risk score estimation,University of Iowa,41.6311024,-91.540752,Johnson County,Iowa City,Iowa,United States
691,Shiyang Gong,Genes and sales,Genotype imputation and variability in polygenic risk score estimation,Beijing Normal University,39.959763,116.3597185,,Haidian District,Beijing,China
692,Simon Rasmussen,Leveraging haplotype information in heritability estimation and polygenic prediction,Genotype imputation and variability in polygenic risk score estimation,"Professor, University of Copenhagen",,,,,,
693,Simon Rasmussen,Leveraging haplotype information in heritability estimation and polygenic prediction,Genotype imputation and variability in polygenic risk score estimation,University of Copenhagen,55.6801502,12.572327,,Copenhagen,Capital Region of Denmark,Denmark
694,Song Gu,Abdomenct-1k: Is abdominal organ segmentation a solved problem?,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Ltd.,57.2857154,-2.5697451,Aberdeenshire,,Scotland,United Kingdom
695,Sophie Abby,Proteomics and comparative genomics of Nitrososphaera viennensis reveal the core genome and adaptations of archaeal ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,CNRS researcher,,,,,,
696,Sophie Abby,Proteomics and comparative genomics of Nitrososphaera viennensis reveal the core genome and adaptations of archaeal ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"CNRS researcher, Université Grenoble Alpes",,,,,,
697,Sophie Abby,Proteomics and comparative genomics of Nitrososphaera viennensis reveal the core genome and adaptations of archaeal ammonia oxidizers,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Université Grenoble Alpes,44.9341217,4.9030427,Drôme,Valence,Auvergne-Rhône-Alpes,France
698,Sotoudeh Sedaghat,"Model fuel deep desulfurization using modified 3D graphenic adsorbents: isotherm, kinetic, and thermodynamic study","Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",AquaSpy Inc.,,,,,,
699,Sotoudeh Sedaghat,"Model fuel deep desulfurization using modified 3D graphenic adsorbents: isotherm, kinetic, and thermodynamic study","Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing","AquaSpy Inc., Purdue University",,,,,,
700,Sotoudeh Sedaghat,"Model fuel deep desulfurization using modified 3D graphenic adsorbents: isotherm, kinetic, and thermodynamic study","Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",Purdue University,40.430028,-86.9264211,Tippecanoe County,,Indiana,United States
701,Stefan Feuerriegel,Causal machine learning for predicting treatment outcomes,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,LMU Munich,48.1500956,11.5943825,,Munich,Bavaria,Germany
702,Stefan Feuerriegel,Causal machine learning for predicting treatment outcomes,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Professor, LMU Munich",,,,,,
703,Stuart MacGregor,Polygenic Risk Scores and Genetically Complex Eye Disease,Genotype imputation and variability in polygenic risk score estimation,Brisbane,-27.4689682,153.0234991,,,Queensland,Australia
704,Stuart MacGregor,Polygenic Risk Scores and Genetically Complex Eye Disease,Genotype imputation and variability in polygenic risk score estimation,"Professor, Statistical Genetics, QIMR Berghofer Medical Research Institute, Brisbane, Australia",,,,,,
705,"Sugandh Kumar, Ph.D.",A partitioned polygenic risk score reveals distinct contributions to psoriasis clinical phenotypes across a multi-ethnic cohort,Genotype imputation and variability in polygenic risk score estimation,University of California San Francisco (UCSF),37.7627257,-122.4582568,,San Francisco,California,United States
706,Supriyo Chakraborty,A crosstalk on antimicrobial peptides,Computational methods for calculation of ligand-binding affinity,Assam,26.4073841,93.2551303,Phuloni,,Assam,India
707,Supriyo Chakraborty,A crosstalk on antimicrobial peptides,Computational methods for calculation of ligand-binding affinity,Assam University,24.6844556,92.7509562,Silchar,,Assam,India
708,Supriyo Chakraborty,A crosstalk on antimicrobial peptides,Computational methods for calculation of ligand-binding affinity,"Department of Biotechnology, Assam University, Silchar 788011, Assam, India",,,,,,
709,Surya Tripathi,The human gut microbiome in early-onset type 1 diabetes from the TEDDY study,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"PhD student in Microbiology, UC Berkeley",,,,,,
710,Surya Tripathi,The human gut microbiome in early-onset type 1 diabetes from the TEDDY study,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
711,Susanna X. Liu,Functional genomics data: privacy risk assessment and technological mitigation,Genotype imputation and variability in polygenic risk score estimation,Yale University,41.2571305,-72.9896696,South Central Connecticut Planning Region,,Connecticut,United States
712,Susmit Mhatre, Entry-inhibitory role of catechins against SARS-CoV-2 and its UK variant,Computational methods for calculation of ligand-binding affinity,"Graduate Student, University of Wisconsin Madison",,,,,,
713,Susmit Mhatre, Entry-inhibitory role of catechins against SARS-CoV-2 and its UK variant,Computational methods for calculation of ligand-binding affinity,University of Wisconsin Madison,43.0802745,-89.4309587,Dane County,Madison,Wisconsin,United States
714,Swadeshmukul Santra,Zinkicide is a ZnO-based nanoformulation with bactericidal activity against Liberibacter crescens in batch cultures and in microfluidic chambers simulating plant …,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",University of Central Florida,28.5989975,-81.197125,Orange County,Orlando,Florida,United States
715,Swapnil Tichkule, Recent trends in in-silico drug discovery,"De Azevedo Jr., WF (2008)",Mount Sinai,28.5388088,33.9751845,,Saint Catherine,South Sinai,Egypt
716,Swapnil Tichkule, Recent trends in in-silico drug discovery,"De Azevedo Jr., WF (2008)","Postdoctoral Fellow, Icahn School of Medicine at Mount Sinai",,,,,,
717,Sylia Wilson,Genotype Data and Derived Genetic Instruments of Adolescent Brain Cognitive Development Study® for Better Understanding of Human Brain Development,Genotype imputation and variability in polygenic risk score estimation,Institute of Child Development,38.9436163,-76.9947751,,Washington,District of Columbia,United States
718,Sylia Wilson,Genotype Data and Derived Genetic Instruments of Adolescent Brain Cognitive Development Study® for Better Understanding of Human Brain Development,Genotype imputation and variability in polygenic risk score estimation,University of Minnesota,44.9863392,-93.1794558,Ramsey County,,Minnesota,United States
719,TAKESHI MIKI,A comparative whole-genome approach identifies bacterial traits for marine microbial interactions,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"Ryukoku University, Japan",34.9636679,135.766411,,Kyoto,,Japan
720,Takashi Fujikawa,Alterations of Candidatus Liberibacter asiaticus-Associated Microbiota Decrease Survival of Ca. L. asiaticus in in vitro Assays,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",Food Research Organization,36.028066,140.1020883,,Tsukuba,,Japan
721,Takashi Fujikawa,Alterations of Candidatus Liberibacter asiaticus-Associated Microbiota Decrease Survival of Ca. L. asiaticus in in vitro Assays,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",National Agriculture,36.028066,140.1020883,,Tsukuba,,Japan
722,Takashi Fujikawa,Alterations of Candidatus Liberibacter asiaticus-Associated Microbiota Decrease Survival of Ca. L. asiaticus in in vitro Assays,"Identification of the Genes Required for the Culture of Liberibacter crescens, the Closest Cultured Relative of the Liberibacter Plant Pathogens",National Agriculture and Food Research Organization,36.028066,140.1020883,,Tsukuba,,Japan
723,Tao Zuo,Gut microbiota composition reflects disease severity and dysfunctional immune responses in patients with COVID-19,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,Professor at Sun Yat-sen University,,,,,,
724,Tao Zuo,Gut microbiota composition reflects disease severity and dysfunctional immune responses in patients with COVID-19,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,Sun Yat-sen University,23.0996033,113.2923509,,Haizhu District,Guangdong Province,China
725,Temitope Isaac Adelusi (Ph.D), Molecular modeling in drug discovery,Molecular docking algorithms,FELLOW,-37.5907691,145.0158244,,Melbourne,Victoria,Australia
726,Temitope Isaac Adelusi (Ph.D), Molecular modeling in drug discovery,Molecular docking algorithms,POSTDOCTORAL,49.2682937,-123.2576935,Metro Vancouver Regional District,Electoral Area A,British Columbia,Canada
727,Thomas R Ioerger,Identification of New Drug Targets and Resistance Mechanisms in Mycobacterium tuberculosis,Structural studies of human purine nucleoside phosphorylase: towards a new specific empirical scoring function,"Professor of Computer Science, Texas A&M University",,,,,,
728,Thomas R Ioerger,Identification of New Drug Targets and Resistance Mechanisms in Mycobacterium tuberculosis,Structural studies of human purine nucleoside phosphorylase: towards a new specific empirical scoring function,Texas A&M University,30.6108618,-96.3520606,Brazos County,College Station,Texas,United States
729,Thomas Reinthaler,"Nitrosopumilus adriaticus sp. nov. and Nitrosopumilus piranensis sp. nov., two ammonia-oxidizing archaea from the Adriatic Sea and members of the class …",Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,"the University of Vienna, Austria",48.202485,16.3851428,,Vienna,,Austria
730,Tianfan Fu,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Nanjing University,32.0565957,118.7740883,,Gulou District,Jiangsu,China
731,Tianxiao Li,Functional genomics data: privacy risk assessment and technological mitigation,Genotype imputation and variability in polygenic risk score estimation,NEC Laboratories America,40.3597219,-74.5952916,Middlesex County,,New Jersey,United States
732,Tingting Zhao,"Microplastics increase soil pH and decrease microbial activities as a function of microplastic shape, polymer type, and exposure time",Soil pH determines microbial diversity and composition in the park grass experiment,Freie Universität Berlin,52.4528564,13.2907249,,Berlin,,Germany
733,Tiziano Tuccinardi,Reliability analysis and optimization of the consensus docking approach for the development of virtual screening studies,"De Azevedo Jr., WF (2008)","Associate Professor, University of Pisa",,,,,,
734,Tommi Vatanen,Intestinal virome changes precede autoimmunity in type I diabetes-susceptible children,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"Associate Professor, University of Helsinki",,,,,,
735,Tommi Vatanen,Intestinal virome changes precede autoimmunity in type I diabetes-susceptible children,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,University of Helsinki,60.226722,25.01767,,Helsinki,Uusimaa,Finland
736,Tommi Vatanen,The human gut microbiome in early-onset type 1 diabetes from the TEDDY study,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"Associate Professor, University of Helsinki",,,,,,
737,Tommi Vatanen,The human gut microbiome in early-onset type 1 diabetes from the TEDDY study,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,University of Helsinki,60.226722,25.01767,,Helsinki,Uusimaa,Finland
738,Tommi Vatanen,Variation in microbiome LPS immunogenicity contributes to autoimmunity in humans,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,"Associate Professor, University of Helsinki",,,,,,
739,Tommi Vatanen,Variation in microbiome LPS immunogenicity contributes to autoimmunity in humans,Bacteroides dorei dominates gut microbiome prior to autoimmunity in Finnish children at high risk for type 1 diabetes,University of Helsinki,60.226722,25.01767,,Helsinki,Uusimaa,Finland
740,Tony Romeo,Global regulation by CsrA and its RNA antagonists,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Cell Science,13.0719044,77.5781953,Yelahanka taluku,,Karnataka,India
741,Tony Romeo,Global regulation by CsrA and its RNA antagonists,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"Professor of Microbiology and Cell Science, University of Florida",,,,,,
742,Tony Romeo,Global regulation by CsrA and its RNA antagonists,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,University of Florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
743,Tony Romeo,Role of CsrA in stress responses and metabolism important for Salmonella virulence revealed by integrated transcriptomics,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Cell Science,13.0719044,77.5781953,Yelahanka taluku,,Karnataka,India
744,Tony Romeo,Role of CsrA in stress responses and metabolism important for Salmonella virulence revealed by integrated transcriptomics,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"Professor of Microbiology and Cell Science, University of Florida",,,,,,
745,Tony Romeo,Role of CsrA in stress responses and metabolism important for Salmonella virulence revealed by integrated transcriptomics,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,University of Florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
746,Tony Romeo,Spatiotemporal regulation of the BarA/UvrY two-component signaling system,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Cell Science,13.0719044,77.5781953,Yelahanka taluku,,Karnataka,India
747,Tony Romeo,Spatiotemporal regulation of the BarA/UvrY two-component signaling system,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"Professor of Microbiology and Cell Science, University of Florida",,,,,,
748,Tony Romeo,Spatiotemporal regulation of the BarA/UvrY two-component signaling system,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,University of Florida,29.6411884,-82.3562296,Alachua County,Gainesville,Florida,United States
749,Trevor Simmons,"Rewiring native post-transcriptional global regulators to achieve designer, multi-layered genetic circuits",Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
750,Trevor Simmons,"Rewiring native post-transcriptional global regulators to achieve designer, multi-layered genetic circuits",Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,The University of Texas at Austin,30.2771535,-97.7344038,Travis County,Austin,Texas,United States
751,Vaidehi Jobanputra,Best practices for the interpretation and reporting of clinical whole genome sequencing,Artificial intelligence in clinical and genomic diagnostics,Columbia University,40.8077558,-73.9616141,New York County,New York,New York,United States
752,Valentyn Melnychuk,Causal machine learning for predicting treatment outcomes,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Institute of AI in Management, LMU Munich School of Management",,,,,,
753,Valentyn Melnychuk,Causal machine learning for predicting treatment outcomes,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,LMU Munich School of Management,,,,,,
754,Vandana Patravale, Entry-inhibitory role of catechins against SARS-CoV-2 and its UK variant,Computational methods for calculation of ligand-binding affinity,ICT,37.649253,-97.4322633,Sedgwick County,Wichita,Kansas,United States
755,Vandana Patravale, Entry-inhibitory role of catechins against SARS-CoV-2 and its UK variant,Computational methods for calculation of ligand-binding affinity,"Professor of pharmaceutics, ICT",,,,,,
756,Veronika Cheplygina,Machine learning for medical imaging: methodological failures and recommendations for the future,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,IT University Copenhagen,55.6596553,12.5910769,,Copenhagen,Capital Region of Denmark,Denmark
757,Vijay K Prajapati, High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,"Associate Professor, Department of Biochemistry, University of Delhi South Campus",,,,,,
758,Vijay K Prajapati, High throughput virtual screening reveals SARS-CoV-2 multi-target binding natural compounds to lead instant therapy for COVID-19 treatment,Experimental approaches to evaluate the thermodynamics of protein-drug interactions,University of Delhi South Campus,28.5788617,77.1624493,,New Delhi,Delhi,India
759,Vittorio Di Somma," A survey on deep learning in medicine: Why, how and when?",Artificial intelligence in clinical and genomic diagnostics,"Ph. D. Student, University of Naples Federico II",,,,,,
760,Vivek Appadurai,Accuracy of haplotype estimation and whole genome imputation affects complex trait analyses in complex biobanks,Genotype imputation and variability in polygenic risk score estimation,Copenhagen DK,55.6867243,12.5700724,,Copenhagen,Capital Region of Denmark,Denmark
761,Vivek Appadurai,Accuracy of haplotype estimation and whole genome imputation affects complex trait analyses in complex biobanks,Genotype imputation and variability in polygenic risk score estimation,Roskilde DK,55.6433478,12.0819247,,Roskilde,Region Zealand,Denmark
762,Vivek Appadurai,Accuracy of haplotype estimation and whole genome imputation affects complex trait analyses in complex biobanks,Genotype imputation and variability in polygenic risk score estimation,Sankt Hans,55.6527698,12.0601389,,Roskilde,Region Zealand,Denmark
763,Vivek Appadurai,Accuracy of haplotype estimation and whole genome imputation affects complex trait analyses in complex biobanks,Genotype imputation and variability in polygenic risk score estimation,University of Copenhagen,55.6801502,12.572327,,Copenhagen,Capital Region of Denmark,Denmark
764,Víctor H. Tierrafría,RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,Boston University,42.3504215,-71.1032247,Suffolk County,Boston,Massachusetts,United States
765,Wang Chaoqun,Soil organic matter priming: The pH effects,Soil pH determines microbial diversity and composition in the park grass experiment,University of British Columbia,49.2579258,-123.242994,Metro Vancouver Regional District,Electoral Area A,British Columbia,Canada
766,Wenhao Gao,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Chemical Engineering,,,,,,
767,Wenhao Gao,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,"Graduate Student, Chemical Engineering, MIT",,,,,,
768,Wenhao Gao,Scientific discovery in the age of artificial intelligence,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,MIT,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
769,Wenqiang Cui,Discovering Anti-Cancer Drugs via Computational Methods,Molecular docking algorithms,University of Chinese Academy of Sciences,39.907697,116.2440577,,Shijingshan District,Beijing,China
770,William Wasswa,Ethical and regulatory challenges of large language models in medicine,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Mbarara University of Science,-0.6150212,30.6574456,,Mbarara City,Western Region,Uganda
771,William Wasswa,Ethical and regulatory challenges of large language models in medicine,Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist,Technology,-0.2912908,36.0353719,Nakuru West,Kapkures ward,Nakuru,Kenya
772,Wolf-Dietrich Hardt,The Impact of 18 Ancestral and Horizontally-Acquired Regulatory Proteins upon the Transcriptome and sRNA Landscape of Salmonella enterica serovar …,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
773,Wolf-Dietrich Hardt,The Impact of 18 Ancestral and Horizontally-Acquired Regulatory Proteins upon the Transcriptome and sRNA Landscape of Salmonella enterica serovar …,Genomic targets and features of BarA-UvrY (-SirA) signal transduction systems,"Professor für Mikrobiologie, ETH Zurich",,,,,,
774,Wolfgang Schmahl, Microbiologically influenced corrosion of the ST-37 carbon steel tank by Bacillus licheniformis present in biodiesel blends,"Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing",LMU Munich,48.1500956,11.5943825,,Munich,Bavaria,Germany
775,Wolfgang Schmahl, Microbiologically influenced corrosion of the ST-37 carbon steel tank by Bacillus licheniformis present in biodiesel blends,"Microbial community composition in Brazilian stored diesel fuel of varying sulfur content, using high-throughput sequencing","Professor for Geomaterials, LMU Munich",,,,,,
776,Xavier Barril, Virtual screening: an in silico tool for interlacing the chemical universe with the proteome,Structural studies of human purine nucleoside phosphorylase: towards a new specific empirical scoring function,"ICREA Research Professor, University of Barcelona",,,,,,
777,Xavier Barril, Virtual screening: an in silico tool for interlacing the chemical universe with the proteome,Structural studies of human purine nucleoside phosphorylase: towards a new specific empirical scoring function,University of Barcelona,41.3868595,2.1634784,Barcelonès,Barcelona,Catalonia,Spain
778,Xiangbin Meng, The application of large language models in medicine: A scoping review,Artificial intelligence in clinical and genomic diagnostics,Pengcheng Laboratory,22.5751276,113.9383373,,Nanshan District,Guangdong Province,China
779,Xiaoyuan Feng (冯晓远),Phylogenomics suggests oxygen availability as a driving force in Thaumarchaeota evolution,Genome sequence of Candidatus Nitrososphaera evergladensis from group I. 1b enriched from Everglades soil reveals novel genomic features of the ammonia-oxidizing archaea,Shenzhen University,22.5359022,113.9314749,,Nanshan District,Guangdong Province,China
